image_name,season,avg_skin_r,avg_skin_g,avg_skin_b,avg_skin_L,avg_skin_a,avg_skin_b_lab,avg_skin_C,avg_skin_H,skin_darkness,cheek_L_diff,cheek_a_diff,cheek_b_diff,cheek_C_diff,cheek_H_diff,forehead_vs_cheeks_L_diff,forehead_vs_cheeks_a_diff,forehead_vs_cheeks_b_diff,forehead_vs_cheeks_C_diff,forehead_vs_cheeks_H_diff,avg_eye_L,avg_eye_a,avg_eye_b_lab,avg_eye_C,avg_eye_H,eye_vs_skin_L_diff,eye_darkness,is_hair_visible,is_hair_natural,natural_hair_color,used_observed_hair,hair_L,hair_a,hair_b_lab,hair_C,hair_H,hair_darkness,skin_eye_L_diff,skin_hair_L_diff,eye_hair_L_diff,normalized_skin_eye_L_contrast,normalized_skin_hair_L_contrast,normalized_eye_hair_L_contrast,overall_contrast_score,skin_eye_C_diff,skin_hair_C_diff,eye_hair_C_diff,skin_eye_C_ratio,skin_hair_C_ratio,eye_hair_C_ratio,overall_chroma_score,skin_eye_H_diff,skin_hair_H_diff,eye_hair_H_diff,skin_eye_a_diff,skin_eye_b_diff,skin_hair_a_diff,skin_hair_b_diff
AUT_0043.png,autumn,231.33,170.0,145.0,74.64,19.55,21.69,29.23,47.89,25.36,4.46,0.46,0.7,0.22,1.45,4.06,1.79,2.44,3.02,0.64,67.09,17.87,16.88,24.62,43.55,7.55,32.91,no,yes,dark_brown,False,,,,,,,7.55,,,0.1012,,,0.1012,4.61,,,1.1872,,,26.93,4.34,,,1.68,4.81,,
AUT_0044.png,autumn,248.67,191.67,176.67,82.21,18.4,15.57,24.13,40.27,17.79,5.53,5.92,5.62,8.16,0.76,0.06,1.92,0.26,1.31,3.39,79.62,19.09,15.65,24.7,39.23,2.59,20.38,no,yes,dark_brown,False,,,,,,,2.59,,,0.0315,,,0.0315,0.57,,,0.9769,,,24.41,1.04,,,0.69,0.08,,
AUT_0045.png,autumn,230.0,219.67,211.0,88.22,2.12,5.42,5.86,68.63,11.78,2.12,0.19,0.51,0.55,0.26,2.09,0.61,0.46,0.2,7.49,,,,,,,,no,yes,dark_brown,False,,,,,,,,,,,,,,,,,,,,5.86,,,,,,,
AUT_0046.png,autumn,230.0,184.0,181.0,78.62,16.17,7.94,18.31,23.47,21.38,6.62,1.04,2.04,0.06,7.08,1.55,4.92,5.65,6.53,14.75,44.37,10.2,3.9,11.0,21.86,34.25,55.63,yes,no,dark_brown,False,,,,,,,34.25,,,0.4356,,,0.4356,7.31,,,1.6645,,,14.65,1.61,,,5.97,4.04,,
AUT_0048.png,autumn,124.67,77.0,54.0,37.59,17.74,21.87,28.18,50.79,62.41,1.14,4.94,7.94,9.28,2.3,5.35,0.54,1.05,1.18,0.41,,,,,,,,no,yes,dark_brown,False,,,,,,,,,,,,,,,,,,,,28.18,,,,,,,
AUT_0049.png,autumn,211.0,196.0,185.0,79.98,3.6,7.32,8.2,64.63,20.02,4.2,2.17,1.15,2.02,9.87,6.49,0.83,0.33,0.65,4.94,63.55,3.98,7.96,8.91,63.62,16.43,36.45,no,yes,dark_brown,False,,,,,,,16.43,,,0.2054,,,0.2054,0.71,,,0.9203,,,8.55,1.01,,,0.38,0.64,,
AUT_0050.png,autumn,141.67,105.67,87.0,47.83,11.85,15.93,19.86,53.4,52.17,3.27,1.61,1.44,2.12,1.15,3.1,1.04,0.13,0.73,2.21,,,,,,,,yes,yes,,True,41.08,10.84,15.49,18.92,55.09,58.92,,6.75,,,0.1411,,0.1411,,0.94,,,1.0497,,19.39,,1.69,,,,1.01,0.44
AUT_CFD_0001.png,autumn,214.67,170.67,149.0,73.25,13.22,17.35,21.88,52.89,26.75,4.91,0.03,0.29,0.19,0.54,5.0,3.45,0.82,2.68,6.07,32.03,9.75,8.54,13.41,34.8,41.22,67.97,yes,yes,,True,63.05,8.82,18.07,20.14,63.61,36.95,41.22,10.2,31.02,0.5627,0.1392,0.492,0.398,8.47,1.74,6.73,1.6316,1.0864,0.6658,18.48,18.09,10.72,28.81,3.47,8.81,4.4,0.72
AUT_CFD_0002.png,autumn,214.33,173.0,142.33,73.71,10.77,21.56,24.13,63.51,26.29,1.66,0.47,1.09,0.74,2.15,1.71,2.29,0.62,1.56,4.26,47.5,9.03,10.58,14.36,43.94,26.21,52.5,yes,yes,,True,59.24,9.23,19.67,21.83,63.27,40.76,26.21,14.47,11.74,0.3556,0.1963,0.1982,0.25,9.77,2.3,7.47,1.6804,1.1054,0.6578,20.11,19.57,0.24,19.33,1.74,10.98,1.54,1.89
AUT_CFD_0003.png,autumn,214.33,176.67,149.33,74.74,9.62,19.02,21.34,63.11,25.26,0.81,0.31,1.11,1.12,0.68,0.41,1.21,0.18,0.38,2.82,43.03,7.12,8.27,12.52,29.74,31.71,56.97,yes,yes,,True,64.07,9.14,21.92,23.79,66.97,35.93,31.71,10.67,21.04,0.4243,0.1428,0.3284,0.2985,8.82,2.45,11.27,1.7045,0.897,0.5263,19.22,33.37,3.86,37.23,2.5,10.75,0.48,2.9
AUT_CFD_0004.png,autumn,208.0,166.0,136.67,71.14,11.47,21.13,24.07,61.41,28.86,1.29,0.58,0.26,0.51,1.03,0.12,0.86,1.73,1.93,0.47,28.25,7.9,6.73,10.8,33.5,42.89,71.75,yes,yes,,True,55.76,9.02,17.7,19.93,61.11,44.24,42.89,15.38,27.51,0.6029,0.2162,0.4934,0.4375,13.27,4.14,9.13,2.2287,1.2077,0.5419,18.27,27.91,0.3,27.61,3.57,14.4,2.45,3.43
AUT_CFD_0005.png,autumn,231.33,193.33,157.0,80.6,8.34,23.46,24.97,70.5,19.4,2.7,1.48,1.22,1.69,2.07,0.79,2.73,0.01,0.89,5.7,40.33,7.31,10.25,12.86,47.62,40.27,59.67,yes,yes,,True,67.12,7.94,24.72,26.05,71.28,32.88,40.27,13.48,26.79,0.4996,0.1672,0.3991,0.3553,12.11,1.08,13.19,1.9417,0.9585,0.4937,21.29,22.88,0.78,23.66,1.03,13.21,0.4,1.26
AUT_CFD_0006.png,autumn,224.33,173.67,139.67,74.69,13.97,24.63,28.43,60.52,25.31,3.01,0.21,1.0,0.72,1.4,3.44,4.71,0.27,1.99,8.84,44.5,8.82,14.01,16.86,53.41,30.19,55.5,yes,yes,,True,58.05,7.72,20.96,22.37,68.88,41.95,30.19,16.64,13.55,0.4042,0.2228,0.2334,0.2868,11.57,6.06,5.51,1.6862,1.2709,0.7537,22.55,7.11,8.36,15.47,5.15,10.62,6.25,3.67
AUT_CFD_0007.png,autumn,222.0,181.33,145.33,76.5,9.61,24.05,25.93,68.19,23.5,3.05,0.29,0.58,0.43,1.07,2.39,0.38,1.7,1.43,2.45,33.76,6.66,9.11,11.42,51.3,42.74,66.24,yes,yes,,True,67.15,9.79,25.11,26.98,68.34,32.85,42.74,9.35,33.39,0.5587,0.1222,0.4972,0.3927,14.51,1.05,15.56,2.2706,0.9611,0.4233,21.44,16.89,0.15,17.04,2.95,14.94,0.18,1.06
AUT_CFD_0008.png,autumn,225.0,178.67,140.67,76.05,11.77,25.94,28.5,65.63,23.95,2.26,0.12,0.85,0.71,0.89,0.1,0.87,1.22,1.48,0.42,34.22,7.86,10.11,13.0,48.19,41.83,65.78,yes,yes,,True,52.27,9.86,21.14,23.38,64.26,47.73,41.83,23.78,18.05,0.55,0.3127,0.3453,0.4027,15.5,5.12,10.38,2.1923,1.219,0.556,21.63,17.44,1.37,16.07,3.91,15.83,1.91,4.8
AUT_CFD_0009.png,autumn,224.0,178.67,140.67,75.95,11.38,25.69,28.13,66.06,24.05,3.41,1.21,0.15,0.38,2.41,0.69,1.17,1.13,0.59,2.91,35.89,8.03,11.04,13.82,51.22,40.06,64.11,yes,yes,,True,64.27,9.73,26.37,28.13,69.48,35.73,40.06,11.68,28.38,0.5275,0.1538,0.4416,0.3743,14.31,0.0,14.31,2.0355,1.0,0.4913,23.36,14.84,3.42,18.26,3.35,14.65,1.65,0.68
AUT_CFD_0010.png,autumn,215.33,173.67,132.67,73.69,9.77,26.79,28.56,70.1,26.31,3.6,0.46,0.42,0.21,1.18,6.68,3.29,1.41,2.41,5.29,35.83,7.61,10.44,13.08,52.4,37.86,64.17,yes,yes,,True,65.85,7.28,23.69,24.84,72.22,34.15,37.86,7.84,30.02,0.5138,0.1064,0.4559,0.3587,15.48,3.72,11.76,2.1835,1.1498,0.5266,22.16,17.7,2.12,19.82,2.16,16.35,2.49,3.1
AUT_CFD_0011.png,autumn,220.0,179.33,146.67,75.87,10.17,22.29,24.58,65.8,24.13,3.1,0.12,0.74,0.72,0.55,1.36,4.27,1.84,3.41,7.29,33.81,7.19,9.59,12.28,48.65,42.06,66.19,yes,yes,,True,68.75,6.77,21.74,22.79,72.46,31.25,42.06,7.12,34.94,0.5544,0.0938,0.5082,0.3855,12.3,1.79,10.51,2.0016,1.0785,0.5388,19.88,17.15,6.66,23.81,2.98,12.7,3.4,0.55
AUT_CFD_0012.png,autumn,195.0,138.33,96.67,62.25,16.97,30.84,35.22,61.17,37.75,3.92,1.71,0.37,1.16,2.1,6.18,1.46,2.04,2.51,0.54,42.25,7.13,8.5,11.84,37.85,20.0,57.75,yes,yes,,True,54.32,16.6,30.58,34.8,61.54,45.68,20.0,7.93,12.07,0.3213,0.1274,0.2222,0.2236,23.38,0.42,22.96,2.9747,1.0121,0.3402,27.29,23.32,0.37,23.69,9.84,22.34,0.37,0.26
AUT_CFD_0014.png,autumn,161.33,117.0,82.33,52.82,13.22,25.91,29.1,62.97,47.18,2.66,0.94,1.31,1.61,0.47,2.07,1.52,2.34,2.77,0.69,35.3,3.81,7.46,8.91,55.24,17.52,64.7,yes,yes,,True,46.68,12.31,26.61,29.34,65.21,53.32,17.52,6.14,11.38,0.3317,0.1162,0.2438,0.2306,20.19,0.24,20.43,3.266,0.9918,0.3037,22.45,7.73,2.24,9.97,9.41,18.45,0.91,0.7
AUT_CFD_0015.png,autumn,195.67,156.0,148.33,67.68,13.58,9.93,16.97,35.15,32.32,11.19,1.57,4.66,4.15,8.85,0.88,0.18,4.03,2.4,11.19,40.88,9.46,2.29,11.07,8.02,26.8,59.12,yes,yes,,True,56.67,11.77,9.42,15.21,36.38,43.33,26.8,11.01,15.79,0.396,0.1627,0.2786,0.2791,5.9,1.76,4.14,1.533,1.1157,0.7278,14.42,27.13,1.23,28.36,4.12,7.64,1.81,0.51
AUT_CFD_0016.png,autumn,212.67,171.33,140.67,73.01,10.94,21.36,24.05,62.94,26.99,5.48,0.18,0.7,0.69,0.43,4.06,2.48,2.75,3.62,2.38,41.24,4.86,8.71,10.23,61.1,31.77,58.76,yes,yes,,True,72.44,8.97,21.85,23.64,67.62,27.56,31.77,0.57,31.2,0.4351,0.0078,0.4307,0.2912,13.82,0.41,13.41,2.3509,1.0173,0.4327,19.31,1.84,4.68,6.52,6.08,12.65,1.97,0.49
AUT_CFD_0017.png,autumn,225.67,180.67,157.33,76.93,13.15,18.0,22.32,53.76,23.07,2.07,0.21,1.15,1.04,1.36,3.46,0.62,0.46,0.76,0.65,36.67,7.7,12.78,15.27,55.95,40.26,63.33,yes,yes,,True,63.42,11.77,20.86,23.99,60.77,36.58,40.26,13.51,26.75,0.5233,0.1756,0.4218,0.3736,7.05,1.67,8.72,1.4617,0.9304,0.6365,20.53,2.19,7.01,4.82,5.45,5.22,1.38,2.86
AUT_CFD_0018.png,autumn,215.33,171.33,144.0,73.28,12.27,20.18,23.64,58.65,26.72,2.01,1.0,2.83,2.94,1.37,3.91,0.53,1.55,1.02,3.09,47.36,4.63,9.95,11.72,70.84,25.92,52.64,yes,no,dark_brown,False,,,,,,,25.92,,,0.3537,,,0.3537,11.92,,,2.0171,,,17.68,12.19,,,7.64,10.23,,
AUT_CFD_0019.png,autumn,201.33,158.67,139.0,68.72,13.08,16.43,21.05,51.38,31.28,3.46,1.12,2.34,2.56,1.45,2.61,1.33,0.06,0.87,2.74,33.98,7.38,9.81,12.65,49.39,34.74,66.02,yes,no,dark_brown,False,,,,,,,34.74,,,0.5055,,,0.5055,8.4,,,1.664,,,16.85,1.99,,,5.7,6.62,,
AUT_CFD_0020.png,autumn,218.0,176.67,140.67,74.89,10.09,24.33,26.37,67.56,25.11,4.14,1.06,2.42,2.67,0.05,2.42,1.87,0.01,0.71,3.68,30.31,5.6,8.01,9.86,54.22,44.58,69.69,yes,yes,,True,68.09,8.63,22.83,24.42,69.15,31.91,44.58,6.8,37.78,0.5953,0.0908,0.5549,0.4137,16.51,1.95,14.56,2.6744,1.0799,0.4038,20.22,13.34,1.59,14.93,4.49,16.32,1.46,1.5
AUT_CFD_0021.png,autumn,219.0,172.0,149.67,73.93,14.15,18.18,23.08,52.08,26.07,4.76,1.23,0.33,0.53,2.88,2.49,1.03,0.87,0.06,3.38,43.72,6.81,6.39,9.96,42.27,30.21,56.28,yes,yes,,True,68.49,11.61,21.31,24.29,61.35,31.51,30.21,5.44,24.77,0.4086,0.0736,0.3617,0.2813,13.12,1.21,14.33,2.3173,0.9502,0.41,19.11,9.81,9.27,19.08,7.34,11.79,2.54,3.13
AUT_CFD_0022.png,autumn,192.67,149.67,127.0,65.36,12.95,18.29,22.48,54.6,34.64,2.55,1.77,3.32,3.74,1.55,4.72,0.79,2.71,1.76,5.35,21.92,7.62,2.13,9.02,7.73,43.44,78.08,yes,yes,,True,53.27,11.19,18.26,21.48,57.12,46.73,43.44,12.09,31.35,0.6646,0.185,0.5885,0.4794,13.46,1.0,12.46,2.4922,1.0466,0.4199,17.66,46.87,2.52,49.39,5.33,16.16,1.76,0.03
AUT_CFD_0023.png,autumn,220.0,175.33,154.0,75.02,13.21,17.41,21.88,52.78,24.98,0.71,1.07,2.29,2.48,1.26,3.92,1.54,2.39,2.85,0.56,31.27,9.54,6.53,11.91,28.82,43.75,68.73,yes,yes,,True,60.12,10.64,15.24,18.63,54.37,39.88,43.75,14.9,28.85,0.5832,0.1986,0.4799,0.4206,9.97,3.25,6.72,1.8371,1.1744,0.6393,17.47,23.96,1.59,25.55,3.67,10.88,2.57,2.17
AUT_CFD_0024.png,autumn,214.33,164.33,136.0,71.43,14.77,21.97,26.51,56.12,28.57,2.86,0.0,1.83,1.5,2.18,2.99,0.57,0.77,0.28,1.95,32.23,8.77,6.07,11.04,29.75,39.2,67.77,yes,yes,,True,56.23,11.28,17.1,20.62,53.69,43.77,39.2,15.2,24.0,0.5488,0.2128,0.4268,0.3961,15.47,5.89,9.58,2.4013,1.2856,0.5354,19.39,26.37,2.43,23.94,6.0,15.9,3.49,4.87
AUT_CFD_0025.png,autumn,227.33,187.0,170.33,78.9,12.17,14.04,18.62,49.3,21.1,4.43,1.59,1.75,2.38,0.03,6.39,3.46,1.6,3.44,5.25,38.02,7.19,6.53,10.28,35.58,40.88,61.98,yes,yes,,True,71.12,9.89,15.07,18.05,56.65,28.88,40.88,7.78,33.1,0.5181,0.0986,0.4654,0.3607,8.34,0.57,7.77,1.8113,1.0316,0.5695,15.65,13.72,7.35,21.07,4.98,7.51,2.28,1.03
AUT_CFD_0026.png,autumn,222.0,181.67,146.67,76.68,9.61,23.4,25.32,67.61,23.32,2.03,0.45,1.51,1.22,2.32,1.84,0.1,1.43,1.34,1.03,38.18,7.38,12.35,14.53,57.94,38.5,61.82,yes,yes,,True,67.22,10.99,26.72,28.92,67.47,32.78,38.5,9.46,29.04,0.5021,0.1234,0.432,0.3525,10.79,3.6,14.39,1.7426,0.8755,0.5024,22.92,9.67,0.14,9.53,2.23,11.05,1.38,3.32
